# 1D Dataset
# Length: 748
# X, Y [, YError]
# Units: X [°], Y [cts]
0.018985906935894994,2.4,0.57879184513951121
0.056957722892410224,7.6571428571428575,0.60777278246236144
0.094929545103103266,10.971428571428573,0.284102597162162
0.13290137773743285,16.431578947368422,0.2958625120537936
0.170873224964868,15.972413793103447,0.22522283852148872
0.20884509095489218,16.86,0.27920522121829239
0.24681697987700743,21.948717948717945,0.24078001668858423
0.2847888959007383,14.44888888888889,0.24545246704860579
0.32276084319563647,16.656000000000002,0.20890189084831187
0.36073282593128403,10.312903225806451,0.15359039815635372
0.39870484827729841,8.5389830508474578,0.15772732371704193
0.43667691440333628,6.7324324324324341,0.15435011854297151
0.47464902847909735,6.7948051948051953,0.16271644121868575
0.51262119467432865,11.507317073170734,0.13993072136481524
0.550593417158829,2.1280898876404484,0.058857531926781094
0.58856570010245279,2.7419354838709666,0.074279208770625993
0.6265380476751139,10.315887850467293,0.1291141029005837
0.66451046404679037,8.9523809523809543,0.12132301668033658
0.7024829533875282,5.5530434782608689,0.086973911304695575
0.74045551986744529,3.848739495798319,0.077374836570871311
0.77842816765673584,2.8793650793650802,0.060536361350872647
0.81640090092567474,2.1927007299270058,0.048560722272934
0.85437372384462118,1.5909774436090218,0.045212921438715491
0.89234664058402269,1.2945945945945945,0.038802848690165481
0.93031965531441985,1.11006711409396,0.038612482855416172
0.96829277220644983,1.1416149068322978,0.038015263970433179
1.0062659954308515,0.96319018404907941,0.034661219366443029
1.0442393291584673,1.1228915662650598,0.035801585441213549
1.0822127775602506,1.0488888888888881,0.034596438837645023
1.1201863448072669,1.0730337078651688,0.034320279436632052
1.1581600350707,1.0900523560209421,0.03429219454201636
1.1961338525218552,1.0000000000000007,0.031423522314344532
1.2341078013321625,1.0427860696517406,0.029925280083228995
1.2720818856731833,1.0518518518518514,0.029118861469474785
1.3100561097166115,0.98365384615384666,0.030292276926968
1.3480304776342806,0.98914027149321293,0.028039698434080849
1.3860049935981651,1.0053571428571428,0.028904310814711873
1.4239796617803864,0.995633187772926,0.028441326616478229
1.4619544863532157,0.90938775510204106,0.025981764020962521
1.4999294714890805,0.90085470085470065,0.027250083020392925
1.5379046213605652,0.83783783783783838,0.025141035669652059
1.575879940140418,0.91839999999999933,0.026695317941541733
1.6138554320015539,0.88452830188679255,0.025493352081591755
1.6518311011170592,0.89264705882352946,0.024972952496678968
1.689806951660195,0.88444444444444492,0.026015717524201402
1.7277829878044026,0.82777777777777761,0.023844839879707494
1.7657592137233058,0.85395683453237325,0.025102656578946617
1.8037356335907171,0.835099337748344,0.024088123813871806
1.8417122515806394,0.84481605351170563,0.024444477210196127
1.8796890718672736,0.88543046357615929,0.024619377874756428
1.9176660986250182,0.86811145510835852,0.022492212120063373
1.9556433360284782,0.866451612903226,0.023988377345262209
1.993620788252465,0.84277108433734982,0.022150332904638845
2.0315984594720042,0.84478527607361986,0.0224367160097052
2.069576353862336,0.84431486880466511,0.022176606712229294
2.1075544755989242,0.8653179190751441,0.02266898445217062
2.1455328288574536,0.84046242774566526,0.021655095601074214
2.1835114178138415,0.82777777777777806,0.021641723534202725
2.2214902466442363,0.85505617977528037,0.021805425500084664
2.2594693195250253,0.84973544973544923,0.020526100255313054
2.2974486406328349,0.83934426229508174,0.020511829922539304
2.3354282141445393,0.80947368421052623,0.021078930941579782
2.3734080442372614,0.86161616161616184,0.020887975479707298
2.411388135088377,0.8335078534031416,0.020459082390136052
2.4493684908755231,0.829268292682927,0.02002378122124273
2.4873491157765946,0.84189526184538643,0.02014246434544506
2.5253300139697563,0.86857142857142888,0.020442940889205424
2.5633111896334411,0.85851318944844068,0.01983316367207227
2.6012926469463573,0.87050359712230185,0.019772178618536029
2.6392743900874911,0.82870159453302872,0.019009244687949955
2.677256423236114,0.84245283018867911,0.020244588428183909
2.7152387505717819,0.862389380530973,0.019624280408439557
2.7532213762743423,0.86887417218543017,0.019358199795491193
2.7912043045239385,0.86842105263157865,0.019469436078445663
2.8291875395010138,0.861276595744681,0.018747566614392086
2.8671710853863139,0.86460176991150373,0.019463997741524589
2.9051549463608941,0.879429735234216,0.019577376522522085
2.943139126606118,0.86751054852320686,0.019534999206194181
2.98112363030367,0.89836734693877529,0.018572549865230159
3.0191084616355508,0.85801217038539612,0.0182623381668923
3.0570936247840876,0.87741935483871047,0.018622747159283054
3.0950791239319351,0.86743737957610823,0.017926325009037406
3.1330649632620808,0.87085020242915057,0.018568392381325721
3.1710511469578506,0.90689013035381716,0.018285602635270369
3.2090376792029085,0.88659003831417649,0.018593234572491863
3.2470245641812663,0.87593984962406046,0.017329970784385137
3.2850118060772835,0.89720670391061386,0.018201967423891869
3.3229994090756749,0.93333333333333357,0.018747454410161696
3.3609873773615089,0.92098765432098839,0.017687756739867267
3.3989757151202213,0.925547445255474,0.018368218295126467
3.43696442653761,0.91707317073170724,0.018032831665685291
3.4749535157998444,0.88056537102473476,0.017508111861254422
3.5129429870934663,0.91103327495621766,0.018427945972631758
3.5509328446053989,0.90440677966101679,0.017313042875395604
3.5889230925229469,0.94101221640488719,0.017871059662878653
3.6269137350338014,0.9462295081967218,0.017518754108055812
3.6649047763260425,0.96216216216216277,0.018164871701040641
3.7028962205881504,0.92621359223300981,0.017118486932606092
3.7408880720090019,0.92434210526315752,0.016963927734543853
3.7788803347778752,0.94836601307189483,0.01765764630352749
3.816873013084459,0.92542372881356,0.016729207455334318
3.8548661111188522,0.96715447154471557,0.017806177329435881
3.8928596330715726,0.96358024691358068,0.017414355937401926
3.9308535831335534,0.95379844961240312,0.017133010584237295
3.9688479654961579,0.95729646697388671,0.016441275772976546
4.0068427843511722,0.92887537993920977,0.016364048364617412
4.0448380438908185,0.98217522658610346,0.017223193732615386
4.082833748307757,0.96563876651982294,0.016605585836390237
4.1208299017950853,0.970876671619614,0.017052098131286515
4.1588265085463485,0.97434402332361392,0.01680625894032926
4.1968235727555419,0.98470588235294088,0.017113249890050353
4.2348210986171138,0.967613636363637,0.016602920231913204
4.2728190903259691,0.98101983002833038,0.017033718960795238
4.3108175520774763,0.98110014104372267,0.016515973109511365
4.3488164880674685,1.0159217877094966,0.016853786615462645
4.3868159024922511,1.0025139664804463,0.016694472399423396
4.4248157995486048,1.041917808219178,0.016903243689107738
4.4628161834337847,0.98852459016393435,0.016377496798519905
4.5008170583455351,1.0008130081300808,0.016203605342955826
4.53881842848208,1.0270341207349076,0.01629728941616965
4.5768202980421444,1.0061497326203208,0.016257476057283695
4.61482267122494,0.99547270306258329,0.016114601783401451
4.6528255522301833,1.0298313878080398,0.016456276790617737
4.690828945258092,1.0502590673575136,0.016716370176166437
4.7288328545093954,1.0360613810741681,0.016160161810152555
4.76683728418533,1.0630769230769239,0.016534982738874698
4.8048422384876588,1.0617499999999991,0.016066269013059607
4.8428477216186518,1.0801013941698359,0.016341456487996134
4.8808537377811145,1.0871287128712865,0.016474813160686851
4.91886029117838,1.0728395061728386,0.016408145902060377
4.956867386014312,1.0638141809290942,0.016400565389120703
4.9948750264933137,1.0823104693140795,0.016186101735124279
5.0328832168203288,1.0851318944844111,0.016394005201321411
5.0708919612008492,1.0653012048192767,0.016159856105161529
5.1089012638409166,1.1330977620730283,0.016450398378279371
5.1469111289471252,1.1019230769230766,0.015975180974704344
5.1849215607266315,1.101847575057737,0.016001302690062946
5.2229325633871513,1.0735632183908042,0.015857903834293592
5.2609441411369717,1.1054587688734037,0.016191159376171351
5.2989562981849474,1.1328036322360946,0.015720669406354519
5.3369690387405111,1.1205479452054794,0.015759214077475183
5.3749823670136747,1.1073825503355714,0.015582261728354592
5.4129962872150355,1.1454751131221732,0.016170536518781767
5.4510108035557758,1.1373781148429032,0.015872803095828728
5.4890259202476752,1.1409799554565703,0.015727205830947558
5.5270416415031054,1.1782372143634388,0.015666182757619284
5.5650579715350457,1.1263387978142088,0.015900043109938606
5.6030749145570722,1.1842794759825324,0.015878932607490549
5.6410924747833784,1.1870488322717632,0.016020230312493288
5.6791106564287661,1.1920940170940173,0.015931346518255254
5.71712946370866,1.1502083333333346,0.015563768913016428
5.7551489008391,1.1904458598726122,0.015881047265359407
5.7931689720367627,1.1845679012345682,0.015710115720392059
5.8311896815189472,1.2227083333333344,0.015909902576697284
5.86921103350359,1.210672358591248,0.015975775796084703
5.9072330322092688,1.2299706170421156,0.0155010381534858
5.9452556818552047,1.2393782383419694,0.016021677173129655
5.9832789866612615,1.263745019920318,0.015561454129397871
6.0213029508479625,1.2555327868852462,0.015944150544202344
